Tabela/View;Português do Brasil (Nativo);Espanhol
E403EFP;Compras - Exclusões de Fornecedores por Produtos;Compras - Exclusiones de Proveedores por Productos 
E403FPP;Tabelas - Fornecedores por Produtos do Produto no fornecedor;Tablas - Proveedores por Productos del Producto en el proveedor
E403FPR;Compras - Fornecedores por Produtos;Compras - Proveedores por Productos
E403FSE;Compras - Fornecedores por Serviços;Compras - Proveedores por Servicios
E405MOD;Compras - Solicitações de Compra - Modalidades;Compras - Solicitaciones de Compra - Modalidades
E405OBS;Compras - Solicitações de Compra - Observações;Compras - Solicitaciones de Compra - Observaciones
E405PRI;Compras - Solicitações de Compra - Prioridades;Compras - Solicitaciones de Compra - Prioridades
E405RAT;Compras - Solicitações de Compra - Rateios;Compras - Solicitaciones de Compra - Prorrateos
E405SOL;Compras - Solicitações de Compra - Dados Gerais;Compras - Solicitaciones de Compra - Datos Generales
E410COT;Compras - Cotações - Preços dos Produtos e Serviços;Compras - Cotizaciones - Precios de los Productos y Servicios
E410CPE;Compras - Cotações - Parcelas de Entrega;Compras - Cotizaciones - Cuotas de Entrega
E410CSE;Compras - Cotações - Preços dos Serviços;Compras - Cotizaciones - Precios de los Servicios
E410FPC;Compras - Processo de Cotação - Fornecedores Selecionados;Compras - Proceso de Cotización - Proveedores Seleccionados
E410FXC;Faixas de Cotações por Valor;Rangos de Cotizaciones por Valor
E410LCO;Compras - Cotações - Ligação com a Ordem de Compra;Compras - Cotizaciones - Conexión con la Orden de Compra
E410LIC;Compras - Processo de Cotação - Licitações;Compras - Proceso de Cotización - Licitaciones
E410OBS;Compras - Cotações - Observações;Compras - Cotizaciones - Observaciones
E410PCT;Compras - Processo de Cotação;Compras - Proceso de Cotización
E410SAV;Compras - Cotações - Histórico de Rodadas;Compras - Cotizaciones - Historial de rondas
E420ACF;Compras - Ordens de Compra - Itens de Produto - Acréscimo Financeiro;Compras - Ordens de Compra - Itens de Produto - Acréscimo Financeiro
E420CCO;Compras - Ordens de Compra - Cotas de Compra por Competência;Compras - Órdenes de Compra - Cuotas de Compra por Período
E420DLS;Compras - Ordens de Compra - Entrada, Vencimento, Lote, Série;Compras - Órdenes de Compra - Entrada, Vencimiento, Lote, Serie
E420IPO;Compras - Ordens de Compra - Itens de Produto;Compras - Órdenes de Compra - Ítems de Producto
E420IPR;Compras - Ordens de Compra - Itens de Produto - Reforma tributária;Compras - Órdenes de Compra - Ítems de Producto - Reforma tributaria
E420ISO;Compras - Ordens de Compra - Itens de Serviço;Compras - Órdenes de Compra - Ítems de Servicio
E420ISR;Compras - Ordens de Compra - Itens de Serviço - Reforma tributária;Compras - Órdenes de Compra - Ítems de Servicio - Reforma tributaria
E420OBS;Compras - Ordens de Compra - Observações;Compras - Órdenes de Compra - Observaciones
E420OCP;Compras - Ordens de Compra - Dados Gerais;Compras - Órdenes de Compra - Datos Generales
E420OXO;Compras - Ordens de Compra - Ligação OC x OC;Compras - Órdenes de Compra - Conexión OC x OC
E420PAR;Compras - Ordens de Compra - Parcelas;Compras - Órdenes de Compra - Cuotas
E420PER;Compras - Ordens de Compra - Percentual de Participação por Fornecedor;Compras - Órdenes de Compra - Porcentual de Participación por Proveedor
E420RAT;Compras - Ordens de Compra - Rateios;Compras - Órdenes de Compra - Prorrateos
E420RIX;Tabelas - Integrações - Relac. do item da OC com a necessidade da Senior X;Tablas - Integraciones - Relac. del ítem de la OC con la necesidad de la Senior X
E420RSX;Tabelas - Integrações - Relac. do item de serviço da OC com a necessidade da Senior X;Tablas - Integraciones - Relac. del ítem de servicio de la OC con la necesidad de la Senior X
E426CLE;Compras - Coleta de Produtos em Fornecedores - Dados Gerais;Compras - Colecta de Productos en Proveedores - Datos Generales
E426ICL;Compras - Coleta de Produtos em Fornecedores - Itens;Compras - Colecta de Productos en Proveedores - Ítems
E435ACF;Agronegócio - Tabelas - Recebimento - Acréscimo Financeiro;Agronegócio - Tablas - Recibimiento - Incremento Financiero
E435BLO;Compras - Bloqueio de produtos;Compras - Bloqueo de productos
E435IBL;Compras - Bloqueio de produtos - Itens;Compras - Bloqueo de productos - Elementos
E435OBS;Compras - Observações;Compras - Observaciones
E439ACF;Agronegócio - Tabelas - Fixação de Preços - Acréscimo Financeiro;Agronegócio - Tablas - Fijación de Precios - Incremento  Financiero
E439FIX;Compras - Fixação de Preços;Compras - Fijación de Precios
E439IPF;Tabelas - Itens de Proposta de Fixação;Tablas - Elementos de propuesta de accesorios
E439IPO;Itens de Produto da Fixação;Elementos de Producto de la Fijación
E439LPF;Tabelas - Log de Erros - Itens de Proposta de Fixação;Tablas - Registro de errores - Corrección de elementos de propuesta
E439PAR;Compras - Fixação de Preços - Parcelas;Compras - Fijación de Precios - Cuotas
E439PRF;Compras - Tabelas - Proposta de Fixação;Compras - Tablas - Propuesta de fijación
E439TAX;Compras - Fixação de Preços - Taxas - Itens;Compras - Fijación de Precios - Tasas - Ítems
E440AVB;Compras - Notas Fiscais de Entrada - Seguro da Carga - Averbação;Compras - Facturas de Entrada - Seguro de la Carga - Inscripción
E440CCE;Compras - Notas Fiscais de Entrada - Controle de eventos de documentos eletrônicos;Compras - Facturas de Entrada - Control de eventos de documentos electrónicos
E440CCP;Notas Fiscais de Entrada - eventos de documentos eletrônicos - Produtos do Documento;Facturas de Entrada - eventos de documentos electrónicos - Productos del Documento
E440CCS;Notas Fiscais de Entrada - eventos de documentos eletrônicos - Serviços do Documento;Facturas de Entrada - eventos de documentos electrónicos - Servicios del Documento
E440CDV;Compras - Contagens de Produtos - Divergências;Compras - Conteos de Productos - Divergencias
E440CEC;Compras - Notas Fiscais de Entrada - Controle de eventos de documentos eletrônicos - Eventos do conhecimento de transporte eletrônico;Compras - Facturas de Entrada - Control de eventos de documentos electrónicos - Eventos del conocimiento de transporte electrónico
E440CMC;Compras - Notas Fiscais de Entrada - Controle de Movimento de Cooperado;Compras - Notas Fiscales de Entrada - Control de Movimiento de Cooperado
E440CMP;Compras - Notas Fiscais de Entrada - Manifesto Documento Fiscal - Componentes do Pagamento;Compras - Facturas de Entrada - Manifiesto Documento Fiscal - Componentes del Pago
E440CNF;Compras - Contagens de Produtos - Notas Conferência;Compras - Conteos de Productos - Facturas de Verificaciones
E440CNT;Compras - Contagens de produtos - Dados Gerais;Compras - Recuento de productos - Datos Generales
E440DAC;Compras - Notas Fiscais de Entrada - Dias de Aquisição de Cana;Compras - Entrada de Facturas - Jornadas de Adquisición de Caña
E440DCI;Compras - Notas Fiscais de Entrada - Detalhamento por Classificação dos Itens;Compras - Facturas entrantes - Detalle por clasificación de artículos
E440DDC;Compras - Notas Fiscais de Entrada - Taxas e Contribuições Cana de Açúcar;Compras - Facturas de Entrada - Tasas y Contribuciones de la Caña de Azúcar
E440DEC;Tabelas - Notas Fiscais de Entrada - Notas de Débito e Crédito;Tablas - Facturas de Entrada - Notas de Débito y Crédito
E440DFP;Compras - Notas Fiscais de Entrada - Itens de Produto - Dispositivos Fiscais;Compras - Facturas de Entrada - Elementos de Producto - Dispositivos Fiscales
E440DFS;Compras - Notas Fiscais de Entrada - Itens de Serviço - Dispositivos Fiscais;Compras - Facturas de Entrada - Elementos de Servicio - Dispositivos Fiscales
E440DLS;Compras - Notas Fiscais de Entrada - Entrada, Vencimento, Lote, Série;Compras - Facturas de Proveedor - Entrada, Vencimiento, Lote, Serie
E440DPR;Compras - Nota Fiscal de Entrada - Documento Fiscal Produtor Rural;Compras - Factura de Entrada - Documento Fiscal Productor Rural
E440EED;Compras - Notas Fiscais de Entrada - Recibo de Pagamento Autônomo de Terceiros;Compras - Facturas de Entrada - Recibo de Pago Autónomo de Terceros
E440EXF;Compras - Notas Fiscais de Entrada - Ligação Notas de Frete;Compras - Facturas de Proveedor - Conexiones Comprobantes de Flete
E440EXS;Compras - Ligação entre nota de entrada e nota de saída;Compras - Relación entre factura de entrada y factura de salida
E440HAR;Compras - Notas Fiscais de Entrada - Histórico de arredondamento;Compras - Facturas de Entrada - Histórico de redondeo
E440ICT;Compras - Contagens de Produtos - Itens;Compras - Recuento de productos - Ítems
E440IMD;Compras - Notas Fiscais de Entrada - Itens de Manifesto Documento Fiscal;Compras - Facturas de Entrada - Elemento de Manifiesto Documento Fiscal
E440IMP;Compras - Notas Fiscais de Entrada - Impostos por Produto nos itens de Nota Fiscal;Compras - Facturas entrantes - Impuestos por producto sobre artículos de factura
E440IPC;Compras - Notas Fiscais de Entrada - Itens de Produto;Compras - Facturas de Proveedor - Ítems de Producto
E440IPR;Compras - Notas Fiscais de Entrada - Itens de Produto - Reforma tributária;Compras - Facturas de Entrada - Ítems de Producto - Reforma tributaria
E440IRO;Compras - Notas Fiscais de Entrada - Créditos de Royalties dos Itens de Produto;Compras - Facturas entrantes - Créditos de regalías de productos
E440ISC;Compras - Notas Fiscais de Entrada - Itens de Serviço;Compras - Facturas de Proveedor - ítems de Servicio
E440ISR;Compras - Notas Fiscais de Entrada - Itens de Serviço - Reforma tributária;Compras - Facturas de Entrada - Ítems de Servicio - Reforma tributaria
E440LAC;Compras - Notas Fiscais de Entrada - Itens de Manifesto Lacres;Compras - Facturas de Entrada - Elementos de Manifiesto Sellos
E440LCR;Compra/Serviços - Notas Fiscais de Entrada - Itens de Produto - Ligação Entre Itens de Produto de Notas Fiscais de Entrada por Compra/Serviço e Retorno.;Compra/Servicios - Facturas entrantes - Artículos de producto - Enlace entre artículos de producto de facturas entrantes por compra/servicio y devolución.
E440LNP;Compras - Ligação Entre Itens de Produto de Notas Fiscais de Entrada;Compras - Conexión Entre Ítems de Producto de Facturas de Proveedor
E440LNS;Compras - Ligação Entre Itens de Serviço de Notas Fiscais de Entrada;Compras - Conexión Entre Ítems de Servicio de Facturas de Proveedor
E440LPN;Compras - Ligação Entre Itens de Produto de Notas Fiscais de Entrada e Saída;Compras - Relación Entre Elementos de Producto de Facturas de Entrada y Salida
E440LSN;Compras - Ligação Entre Itens de Serviço de Notas Fiscais de Entrada e Saída;Compras - Relación Entre Elementos de Servicio de Facturas de Entrada y salida
E440MDE;Compras - Controle de eventos da manifestação do destinatário;Compras - Control de eventos da mantenimiento del destinatario
E440MDF;Compras - Notas Fiscais de Entrada - Manifesto Documento Fiscal;Compras - Facturas de Entrada - Manifiesto Documento Fiscal
E440MDP;Compras - Notas Fiscais de Entrada - Manifesto Documento Fiscal - Parcelas;Compras - Facturas de Entrada - Manifiesto Documento Fiscal - Cuotas
E440MNC;Compras - Notas Fiscais de Entrada - Mensagens;Compras - Facturas de Entrada - Mensajes
E440NFC;Compras - Notas Fiscais de Entrada - Dados Gerais;Compras - Facturas de Proveedor - Datos Generales
E440NFG;Compras - Notas Fiscais de Entrada - Dados Gerais - Extensão;Compras - Facturas de Entrada - Datos Generales - Extensión
E440NFR;Compras - Nota referenciada da nota fiscal de entrada;Compras - Factura referenciada de factura de entrada
E440NIM;Compras - Notas Fiscais de Entrada - Impostos item de Produto da Nota Fiscal;Compras - Facturas entrantes - Impuestos Producto de la Factura
E440OBS;Compras - Notas Fiscais de Entrada - Observações;Compras - Facturas de Proveedor - Observaciones
E440PAR;Compras - Notas Fiscais de Entrada - Parcelas;Compras - Facturas de Proveedor - Cuotas
E440PCD;Compras - Notas Fiscais de Entrada - Itens de Produto - Diversos;Compras - Facturas de Entrada - Elementos de Producto - Diversos
E440PPE;Compras - Nota Fiscal de Entrada - Dados do MDFe - Produto Perigoso;Compras - Factura de Entrada - Datos del MDFe* - Producto Peligroso
E440RAC;Compras - Notas Fiscais de Entrada - Registro de Aquisição de Cana;Compras - Entradas de Facturas - Registro de Adquisiciones de Caña de Azúcar
E440RAT;Compras - Notas Fiscais de Entrada - Rateios;Compras - Facturas de Proveedor - Prorrateos
E440RCI;Compras - Notas Fiscais de Entrada - Registro de Entrada de produtos para controle de impostos;Compras - Facturas de Entrada - Registro de Entrada de productos para control de impuestos
E440RMD;Compras - Notas Fiscais de Entrada - Rotas do Manifesto Documento Fiscal;Compras - Facturas de Entrada - Rutas del Manifiesto Documento Fiscal
E440SEG;Compras - Notas Fiscais de Entrada - Itens de Manifesto Seguro da Carga;Compras - Facturas de Entrada - Elementos de Manifiesto Seguro de la Carga
E440TAX;Compras - Notas Fiscais de Entrada - Itens de Produtos - Taxas;Compras - Facturas de Entrada - Elementos de Productos - Tasas
E440TSV;Compras - Notas Fiscais de Entrada - Itens de Produtos - NF Taxas Serviço;Compras - Facturas de Entrada - Elementos de Productos - FF Interés Servicio
E440UNC;Compras - Notas Fiscais de Entrada - Itens de Manifesto Unidades de Carga;Compras - Facturas de Entrada - Elementos de Manifiesto Unidades de Carga
E440UNT;Compras - Notas Fiscais de Entrada - Itens de Manifesto Unidades de Transporte;Compras - Facturas de Entrada - Elementos de Manifiesto Unidades de Transporte
E440VPE;Compras - Nota Fiscal de Entrada - Manifesto de Documentos Fiscais - Vale Pedágio;Compras - Factura de Entrada - Manifiesto de Documentos Fiscales - Bono Peaje
E440VPP;Compras - Notas Fiscais de Entrada - Valorização - Produto;Compras - Facturas Proveedor - Valorización - Producto
E440VPR;Compras - Notas Fiscais de Entrada - Valorização;Compras - Facturas Proveedor - Valorización
E440VPS;Compras - Notas Fiscais de Entrada - Valorização - Serviço;Compras - Facturas Proveedor - Valorización - Servicio
E441DLS;Compras - Contagem de Produtos - Entrada, Vencimento, Lote, Série;Compras - Recuento de productos - Entrada, Vencimiento, Lote, Serie
E445NFC;Compras - Notas Fiscais de Saída utilizadas como Crédito para o produtor rural;Compras - Facturas de Salida utilizadas como Crédito para el productor rural
E445NFG;Compras - Notas Fiscais com Recuperação do Crédito;Compras - Facturas con Recuperación del Crédito
E445NFP;Compras - Notas Fiscais de Entrada utilizadas na Produção do produtor rural;Compras - Notas Fiscales de Entrada utilizadas en la Producción del productor rural
E445PAR;Compras - Parcelas para Recuperação do Crédito;Compras - Cuotas para Recuperación del Crédito
E445PRC;Compras - Processo de Controle de Créditos;Compras - Proceso de Control de Créditos
E450NFC;Compras - Notas Fiscais Fatura - Composição;Compras - Facturas  - Composición
